,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
2674.0,"Matuail, Demra, Dhaka",5000000,Apartment,3.0,2.0,1100.0,23.7121,90.4598,Demra,Matuail
2675.0,"Block C, Khilgaon, Dhaka",13500000,Apartment,3.0,3.0,1500.0,23.75349,90.42469,Khilgaon,Block C
2676.0,"Block J, Baridhara, Dhaka",21000000,Apartment,4.0,4.0,2582.0,23.8025,90.42285,Baridhara,Block J
2677.0,"Fakirapool, Motijheel, Dhaka",4500000,Apartment,2.0,1.0,600.0,23.725579999999997,90.42179,Motijheel,Fakirapool
2678.0,"Block J, Baridhara, Dhaka",21000000,Apartment,4.0,4.0,2582.0,23.8025,90.42285,Baridhara,Block J
2679.0,"Konapara, Demra, Dhaka",13000000,Plot,,,2184.0,23.71032,90.46983,Demra,Konapara
2680.0,"Shantibag, Malibagh, Dhaka",6660000,Apartment,3.0,3.0,1480.0,23.743879999999997,90.41603,Malibagh,Shantibag
2681.0,"Shantibag, Malibagh, Dhaka",6660000,Apartment,3.0,3.0,1480.0,23.743879999999997,90.41603,Malibagh,Shantibag
2682.0,"Shantibag, Malibagh, Dhaka",6660000,Apartment,3.0,3.0,1480.0,23.743879999999997,90.41603,Malibagh,Shantibag
2683.0,"Shantibag, Malibagh, Dhaka",7500000,Apartment,3.0,3.0,1500.0,23.743879999999997,90.41603,Malibagh,Shantibag
2684.0,"Shantibag, Malibagh, Dhaka",7500000,Apartment,3.0,3.0,1500.0,23.743879999999997,90.41603,Malibagh,Shantibag
2685.0,"Block I, Bashundhara R-A, Dhaka",7000000,Apartment,3.0,3.0,1160.0,23.668029999999998,90.43935,BashundharaR-A,Block I
2686.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",5600000,Apartment,3.0,2.0,1000.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
2687.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",5600000,Apartment,3.0,2.0,1000.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
2688.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",5600000,Apartment,3.0,2.0,1000.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
2689.0,"Uttar Badda, Badda, Dhaka",5400000,Apartment,2.0,2.0,900.0,23.81501,90.43623000000001,Badda,Uttar Badda
2690.0,"Pallabi, Mirpur, Dhaka",6700000,Apartment,3.0,3.0,1200.0,23.82566,90.37001,Mirpur,Pallabi
2691.0,"Tallabag, Hazaribag, Dhaka",3150000,Apartment,2.0,2.0,700.0,23.73176,90.37078000000001,Hazaribag,Tallabag
2692.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",5800000,Apartment,3.0,2.0,1000.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
2693.0,"Section 2, Mirpur, Dhaka",6500000,Apartment,3.0,3.0,1150.0,23.81223,90.35967,Mirpur,Section 2
2694.0,"Malibag Bazar Rd, Malibagh, Dhaka",5000000,Apartment,2.0,2.0,1070.0,23.74979,90.41256,Malibagh,Malibag Bazar Rd
2695.0,"East Shewrapara, Mirpur, Dhaka",6750000,Apartment,3.0,3.0,1350.0,23.79255,90.3749,Mirpur,East Shewrapara
2696.0,"East Shewrapara, Mirpur, Dhaka",6250000,Apartment,3.0,3.0,1250.0,23.79255,90.3749,Mirpur,East Shewrapara
2697.0,"Malibag Bazar Rd, Malibagh, Dhaka",5500000,Apartment,2.0,3.0,1150.0,23.74979,90.41256,Malibagh,Malibag Bazar Rd
2698.0,"Malibag Bazar Rd, Malibagh, Dhaka",5500000,Apartment,2.0,3.0,1150.0,23.74979,90.41256,Malibagh,Malibag Bazar Rd
2699.0,"Sector 5, Uttara, Dhaka",19465500,Apartment,3.0,4.0,2285.0,23.86846,90.3928,Uttara,Sector 5
2700.0,"Section 12, Mirpur, Dhaka",5500000,Apartment,3.0,2.0,1050.0,23.81223,90.35967,Mirpur,Section 12
2701.0,"Section 1, Mirpur, Dhaka",5725000,Apartment,2.0,2.0,950.0,23.81223,90.35967,Mirpur,Section 1
2702.0,"Section 1, Mirpur, Dhaka",5725000,Apartment,2.0,2.0,950.0,23.81223,90.35967,Mirpur,Section 1
2703.0,"Section 1, Mirpur, Dhaka",6880000,Apartment,3.0,3.0,1160.0,23.81223,90.35967,Mirpur,Section 1
2704.0,"Section 1, Mirpur, Dhaka",6880000,Apartment,3.0,3.0,1160.0,23.81223,90.35967,Mirpur,Section 1
2705.0,"Road No 3, Dhanmondi, Dhaka",30000000,Apartment,4.0,4.0,2124.0,23.77727,90.36475,Dhanmondi,Road No 3
2706.0,"South Banasree Project, Banasree, Dhaka",5000000,Apartment,3.0,3.0,1150.0,23.76354,90.4318,Banasree,South Banasree Project
2707.0,"Uttar Badda, Badda, Dhaka",6500000,Apartment,3.0,3.0,1105.0,23.81501,90.43623000000001,Badda,Uttar Badda
2708.0,"Sector 18, Uttara, Dhaka",9000000,Apartment,3.0,3.0,1654.0,23.86846,90.3928,Uttara,Sector 18
2709.0,"Sector 16, Purbachal, Dhaka",29000000,Plot,,,3640.0,23.826529999999998,90.42905999999999,Purbachal,Sector 16
2710.0,"Road No 2, Shyamoli, Dhaka",9500000,Apartment,4.0,4.0,2000.0,23.78197,90.39943000000001,Shyamoli,Road No 2
2711.0,"West Shewrapara, Mirpur, Dhaka",7000000,Apartment,3.0,3.0,1420.0,23.81223,90.35967,Mirpur,West Shewrapara
2712.0,"Sector 16, Purbachal, Dhaka",28000000,Plot,,,3640.0,23.826529999999998,90.42905999999999,Purbachal,Sector 16
2714.0,"Kallyanpur, Mirpur, Dhaka",6000000,Apartment,4.0,3.0,1440.0,23.81467,90.37306,Mirpur,Kallyanpur
2715.0,"Kallyanpur, Mirpur, Dhaka",6000000,Apartment,3.0,3.0,1440.0,23.81467,90.37306,Mirpur,Kallyanpur
2716.0,"Road No 2, Shyamoli, Dhaka",5700000,Apartment,3.0,2.0,1050.0,23.78197,90.39943000000001,Shyamoli,Road No 2
2717.0,"Block I, Bashundhara R-A, Dhaka",11500000,Apartment,3.0,3.0,1550.0,23.668029999999998,90.43935,BashundharaR-A,Block I
2718.0,"Block I, Bashundhara R-A, Dhaka",11500000,Apartment,3.0,3.0,1550.0,23.668029999999998,90.43935,BashundharaR-A,Block I
2719.0,"Block I, Bashundhara R-A, Dhaka",10075000,Apartment,3.0,3.0,1550.0,23.668029999999998,90.43935,BashundharaR-A,Block I
2720.0,"Gawair, Dakshin Khan, Dhaka",4700000,Apartment,3.0,2.0,1020.0,23.851589999999998,90.4151,DakshinKhan,Gawair
2721.0,"Uttar Badda, Badda, Dhaka",7350000,Apartment,3.0,4.0,1300.0,23.81501,90.43623000000001,Badda,Uttar Badda
2722.0,"Rajarbag, Bashabo, Dhaka",9000000,Plot,,,1456.0,23.74009,90.43418,Bashabo,Rajarbag
2723.0,"West Nakhalpara, Tejgaon, Dhaka",6000000,Apartment,3.0,2.0,950.0,23.7921,90.37846,Tejgaon,West Nakhalpara
2724.0,"Block B, Lalmatia, Dhaka",18000000,Apartment,3.0,3.0,1500.0,23.75729,90.36780999999999,Lalmatia,Block B
2725.0,"Block F, Aftab Nagar, Dhaka",16300000,Plot,,,1800.0,23.75625,90.36915,AftabNagar,Block F
2726.0,"Block F, Aftab Nagar, Dhaka",24000000,Plot,,,2160.0,23.75625,90.36915,AftabNagar,Block F
2727.0,"Section 2, Mirpur, Dhaka",4500000,Apartment,3.0,2.0,1080.0,23.81223,90.35967,Mirpur,Section 2
2728.0,"Sector 1, Uttara, Dhaka",25000000,Apartment,4.0,4.0,2900.0,23.80021,90.35181999999999,Uttara,Sector 1
2729.0,"Section 11, Mirpur, Dhaka",2250000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Section 11
2730.0,"Road No 6A, Dhanmondi, Dhaka",24000000,Apartment,3.0,3.0,1955.0,23.766289999999998,90.41775,Dhanmondi,Road No 6A
2732.0,"Sector 10, Purbachal, Dhaka",80000000,Plot,,,7560.0,23.86501,90.38619,Purbachal,Sector 10
2733.0,"Manikdi, Cantonment, Dhaka",7272000,Apartment,3.0,3.0,1616.0,23.73905,90.46181,Cantonment,Manikdi
2734.0,"South Badda, Badda, Dhaka",12800000,Apartment,3.0,3.0,1352.0,23.81501,90.43623000000001,Badda,South Badda
2735.0,"Section 2, Mirpur, Dhaka",6075000,Apartment,3.0,3.0,1350.0,23.81223,90.35967,Mirpur,Section 2
2736.0,"Section 2, Mirpur, Dhaka",6075000,Apartment,3.0,3.0,1350.0,23.81223,90.35967,Mirpur,Section 2
2737.0,"Section 2, Mirpur, Dhaka",6075000,Apartment,3.0,3.0,1350.0,23.81223,90.35967,Mirpur,Section 2
2738.0,"Kalabagan 1st Lane, Kalabagan, Dhaka",13950000,Apartment,3.0,3.0,1550.0,23.74748,90.38231,Kalabagan,Kalabagan 1st Lane
2739.0,"Kalabagan 1st Lane, Kalabagan, Dhaka",13950000,Apartment,3.0,3.0,1550.0,23.74748,90.38231,Kalabagan,Kalabagan 1st Lane
2740.0,"Tilpapara, Khilgaon, Dhaka",3500000,Apartment,2.0,2.0,600.0,23.75349,90.42469,Khilgaon,Tilpapara
2741.0,"Shah Ali Bag, Mirpur, Dhaka",15000000,Plot,,,1800.0,23.81223,90.35967,Mirpur,Shah Ali Bag
2742.0,"East Bashabo, Bashabo, Dhaka",4835000,Apartment,2.0,2.0,1019.0,23.7405,90.43472,Bashabo,East Bashabo
2743.0,"East Bashabo, Bashabo, Dhaka",6113500,Apartment,3.0,3.0,1303.0,23.7405,90.43472,Bashabo,East Bashabo
2744.0,"East Bashabo, Bashabo, Dhaka",4835000,Apartment,2.0,2.0,1019.0,23.7405,90.43472,Bashabo,East Bashabo
2745.0,"Malibag Bazar Rd, Malibagh, Dhaka",4750000,Apartment,3.0,3.0,950.0,23.74979,90.41256,Malibagh,Malibag Bazar Rd
2746.0,"Malibag Bazar Rd, Malibagh, Dhaka",4750000,Apartment,3.0,3.0,950.0,23.74979,90.41256,Malibagh,Malibag Bazar Rd
2747.0,"Malibag Bazar Rd, Malibagh, Dhaka",4750000,Apartment,3.0,3.0,950.0,23.74979,90.41256,Malibagh,Malibag Bazar Rd
2748.0,"Sector 10, Uttara, Dhaka",15750000,Apartment,4.0,4.0,2100.0,23.86846,90.3928,Uttara,Sector 10
2749.0,"Sector 10, Uttara, Dhaka",15750000,Apartment,4.0,4.0,2100.0,23.86846,90.3928,Uttara,Sector 10
2750.0,"Sector 10, Uttara, Dhaka",15750000,Apartment,4.0,4.0,2100.0,23.86846,90.3928,Uttara,Sector 10
2751.0,"Sector 10, Uttara, Dhaka",9000000,Apartment,3.0,4.0,1750.0,23.86846,90.3928,Uttara,Sector 10
2752.0,"Sector 10, Uttara, Dhaka",10000000,Apartment,3.0,3.0,1750.0,23.86846,90.3928,Uttara,Sector 10
2753.0,"Sector 10, Uttara, Dhaka",10000000,Apartment,3.0,4.0,1750.0,23.86846,90.3928,Uttara,Sector 10
2754.0,"Lalbagh Road, Lalbagh, Dhaka",8500000,Apartment,3.0,3.0,1272.0,23.766289999999998,90.41775,Lalbagh,Lalbagh Road
2755.0,"Jigatola, Hazaribag, Dhaka",10000000,Apartment,3.0,3.0,1800.0,23.73926,90.37563,Hazaribag,Jigatola
2756.0,"Block G, Bashundhara R-A, Dhaka",13500000,Apartment,3.0,4.0,1900.0,23.78357,90.40878000000001,BashundharaR-A,Block G
2757.0,"Block G, Bashundhara R-A, Dhaka",13500000,Apartment,3.0,4.0,1900.0,23.78357,90.40878000000001,BashundharaR-A,Block G
2758.0,"Sector 4, Uttara, Dhaka",22000000,Apartment,3.0,3.0,1800.0,23.86846,90.3928,Uttara,Sector 4
2759.0,"Section 2, Mirpur, Dhaka",6075000,Apartment,3.0,3.0,1350.0,23.81223,90.35967,Mirpur,Section 2
2760.0,"Shiddheswari Lane, Shiddheswari, Dhaka",8190000,Apartment,2.0,2.0,1170.0,23.73795,90.39749,Shiddheswari,Shiddheswari Lane
2761.0,"Shiddheswari Lane, Shiddheswari, Dhaka",8750000,Apartment,3.0,3.0,1250.0,23.73795,90.39749,Shiddheswari,Shiddheswari Lane
2762.0,"Shiddheswari Lane, Shiddheswari, Dhaka",8750000,Apartment,3.0,3.0,1250.0,23.73795,90.39749,Shiddheswari,Shiddheswari Lane
2763.0,"Shiddheswari Lane, Shiddheswari, Dhaka",8190000,Apartment,2.0,2.0,1170.0,23.73795,90.39749,Shiddheswari,Shiddheswari Lane
2764.0,"New Eskaton Road, Eskaton, Dhaka",17000000,Apartment,3.0,4.0,1700.0,23.747510000000002,90.40013,Eskaton,New Eskaton Road
2765.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10826400,Apartment,3.0,3.0,1388.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2766.0,"Middle Badda, Badda, Dhaka",6697600,Apartment,3.0,3.0,1345.0,23.77753,90.4259,Badda,Middle Badda
2767.0,"Road No 2, Shyamoli, Dhaka",9300000,Apartment,3.0,3.0,1500.0,23.78197,90.39943000000001,Shyamoli,Road No 2
2768.0,"Section 6, Mirpur, Dhaka",4000000,Apartment,2.0,2.0,760.0,23.81223,90.35967,Mirpur,Section 6
2769.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10670400,Apartment,3.0,3.0,1368.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2770.0,"Road No 2, Shyamoli, Dhaka",9100000,Apartment,3.0,3.0,1500.0,23.78197,90.39943000000001,Shyamoli,Road No 2
2771.0,"Tilpapara, Khilgaon, Dhaka",3500000,Apartment,2.0,2.0,850.0,23.75349,90.42469,Khilgaon,Tilpapara
2772.0,"Agargaon, Dhaka",7500000,Apartment,3.0,3.0,1420.0,23.773229999999998,90.37154,Agargaon,
2773.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2774.0,"Rajarbagh, Motijheel, Dhaka",13775000,Apartment,3.0,4.0,1550.0,23.725579999999997,90.42179,Motijheel,Rajarbagh
2775.0,"Manikdi, Cantonment, Dhaka",5116800,Apartment,3.0,3.0,1066.0,23.73905,90.46181,Cantonment,Manikdi
2776.0,"Manikdi, Cantonment, Dhaka",4342500,Apartment,3.0,3.0,965.0,23.73905,90.46181,Cantonment,Manikdi
2777.0,"Manikdi, Cantonment, Dhaka",4594500,Apartment,3.0,3.0,1021.0,23.73905,90.46181,Cantonment,Manikdi
2778.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2779.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2780.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2781.0,"South Banasree Project, Banasree, Dhaka",3600000,Apartment,2.0,2.0,800.0,23.76354,90.4318,Banasree,South Banasree Project
2782.0,"South Banasree Project, Banasree, Dhaka",3510000,Apartment,2.0,2.0,780.0,23.76354,90.4318,Banasree,South Banasree Project
2783.0,"Block F, Bashundhara R-A, Dhaka",13000000,Apartment,3.0,3.0,1850.0,23.75625,90.36915,BashundharaR-A,Block F
2784.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2785.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2786.0,"Jigatola, Hazaribag, Dhaka",9100000,Apartment,3.0,2.0,1255.0,23.73926,90.37563,Hazaribag,Jigatola
2787.0,"Nurjahan Road, Mohammadpur, Dhaka",9520000,Apartment,3.0,3.0,1400.0,23.76037,90.36193,Mohammadpur,Nurjahan Road
2788.0,"Uttar Badda, Badda, Dhaka",4500000,Apartment,2.0,2.0,850.0,23.81501,90.43623000000001,Badda,Uttar Badda
2789.0,"West Agargaon, Agargaon, Dhaka",6200000,Apartment,3.0,3.0,1250.0,23.773229999999998,90.37154,Agargaon,West Agargaon
2790.0,"Rajarbag, Bashabo, Dhaka",3920000,Apartment,3.0,2.0,1120.0,23.74009,90.43418,Bashabo,Rajarbag
2791.0,"Rajarbag, Bashabo, Dhaka",3920000,Apartment,3.0,2.0,1120.0,23.74009,90.43418,Bashabo,Rajarbag
2792.0,"Rajarbag, Bashabo, Dhaka",3920000,Apartment,3.0,2.0,1120.0,23.74009,90.43418,Bashabo,Rajarbag
2793.0,"Rajarbag, Bashabo, Dhaka",3885000,Apartment,3.0,2.0,1110.0,23.74009,90.43418,Bashabo,Rajarbag
2794.0,"Gandaria, Sutrapur, Dhaka",7000000,Apartment,3.0,2.0,1200.0,23.70279,90.41988,Sutrapur,Gandaria
2795.0,"New Eskaton Road, Eskaton, Dhaka",12000000,Apartment,3.0,2.0,1300.0,23.747510000000002,90.40013,Eskaton,New Eskaton Road
2796.0,"Block D, Banasree, Dhaka",8530000,Apartment,3.0,4.0,1255.0,23.76354,90.4318,Banasree,Block D
2797.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2798.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2799.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2800.0,"Nayatola, Maghbazar, Dhaka",6600000,Apartment,2.0,2.0,960.0,23.754739999999998,90.40769,Maghbazar,Nayatola
2801.0,"Doniya, Shyampur, Dhaka",3500000,Apartment,2.0,2.0,970.0,23.68094,90.43935,Shyampur,Doniya
2802.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3.0,3.0,1500.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2803.0,"Sector 10, Uttara, Dhaka",17500000,Apartment,3.0,4.0,2170.0,23.86846,90.3928,Uttara,Sector 10
2804.0,"Sector 10, Uttara, Dhaka",17500000,Apartment,3.0,3.0,2170.0,23.86846,90.3928,Uttara,Sector 10
2805.0,"Sector 10, Uttara, Dhaka",17500000,Apartment,3.0,3.0,2170.0,23.86846,90.3928,Uttara,Sector 10
2806.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9639000,Apartment,3.0,3.0,1530.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2807.0,"Block E, Banasree, Dhaka",6200000,Apartment,3.0,2.0,1200.0,23.76354,90.4318,Banasree,Block E
2808.0,"Sector 10, Uttara, Dhaka",14000000,Apartment,3.0,4.0,2000.0,23.86846,90.3928,Uttara,Sector 10
2809.0,"Darussalam, Mirpur, Dhaka",3500000,Apartment,2.0,2.0,650.0,23.7792,90.35374,Mirpur,Darussalam
2810.0,"Section 13, Mirpur, Dhaka",3000000,Apartment,2.0,2.0,714.0,23.81223,90.35967,Mirpur,Section 13
2811.0,"Chawk Bazar, Lalbagh, Dhaka",5532000,Apartment,2.0,2.0,922.0,23.721629999999998,90.38809,Lalbagh,Chawk Bazar
2812.0,"Mirpur Road, Shyamoli, Dhaka",14133000,Apartment,3.0,3.0,2019.0,23.73818,90.38389000000001,Shyamoli,Mirpur Road
2813.0,"PC Culture Housing, Mohammadpur, Dhaka",6100000,Apartment,3.0,3.0,1220.0,23.76427,90.36547,Mohammadpur,PC Culture Housing
2814.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9639000,Apartment,3.0,3.0,1530.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2815.0,"Sector 9, Uttara, Dhaka",6300000,Apartment,3.0,2.0,950.0,23.86846,90.3928,Uttara,Sector 9
2816.0,"Section 1, Mirpur, Dhaka",6000000,Apartment,3.0,2.0,1050.0,23.81223,90.35967,Mirpur,Section 1
2817.0,"Rajarbag, Bashabo, Dhaka",3885000,Apartment,3.0,2.0,1110.0,23.74009,90.43418,Bashabo,Rajarbag
2818.0,"Sector 4, Uttara, Dhaka",39418000,Apartment,4.0,4.0,3355.0,23.86846,90.3928,Uttara,Sector 4
2819.0,"Sector 13, Uttara, Dhaka",81312800,Apartment,4.0,4.0,4416.0,23.86846,90.3928,Uttara,Sector 13
2820.0,"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3.0,3.0,1250.0,23.73926,90.37563,Hazaribag,Jigatola
2821.0,"Sector 12, Uttara, Dhaka",12780000,Apartment,3.0,3.0,1535.0,23.86846,90.3928,Uttara,Sector 12
2822.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",6300000,Apartment,3.0,2.0,1050.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2823.0,"Lichu Bagan Road, Joar Sahara, Dhaka",6000000,Apartment,2.0,2.0,1040.0,23.766289999999998,90.41775,JoarSahara,Lichu Bagan Road
2824.0,"Sector 13, Uttara, Dhaka",26920200,Apartment,3.0,4.0,2239.0,23.86846,90.3928,Uttara,Sector 13
2825.0,"Sector 12, Uttara, Dhaka",13148000,Apartment,3.0,3.0,1581.0,23.86846,90.3928,Uttara,Sector 12
2826.0,"Sector 4, Uttara, Dhaka",18594200,Apartment,3.0,3.0,1707.0,23.86846,90.3928,Uttara,Sector 4
2827.0,"Sector 4, Uttara, Dhaka",18806200,Apartment,3.0,4.0,1727.0,23.86846,90.3928,Uttara,Sector 4
2828.0,"Section 11, Mirpur, Dhaka",11521400,Apartment,3.0,3.0,1413.0,23.81223,90.35967,Mirpur,Section 11
2829.0,"Sector 7, Uttara, Dhaka",22171200,Apartment,3.0,3.0,2104.0,23.86846,90.3928,Uttara,Sector 7
2830.0,"Sector 7, Uttara, Dhaka",22099100,Apartment,3.0,3.0,2197.0,23.86846,90.3928,Uttara,Sector 7
2831.0,"Sector 10, Uttara, Dhaka",14246000,Apartment,3.0,3.0,1740.0,23.86846,90.3928,Uttara,Sector 10
2832.0,"Boro Maghbazar, Maghbazar, Dhaka",16077800,Apartment,3.0,3.0,2177.0,23.7526,90.4026,Maghbazar,Boro Maghbazar
2833.0,"Section 2, Mirpur, Dhaka",11178200,Apartment,3.0,3.0,1369.0,23.81223,90.35967,Mirpur,Section 2
2834.0,"Section 2, Mirpur, Dhaka",11178200,Apartment,3.0,3.0,1369.0,23.81223,90.35967,Mirpur,Section 2
2835.0,"Sector 13, Uttara, Dhaka",28902600,Apartment,3.0,4.0,2407.0,23.86846,90.3928,Uttara,Sector 13
2836.0,"Boro Maghbazar, Maghbazar, Dhaka",12142400,Apartment,3.0,3.0,1386.0,23.7526,90.4026,Maghbazar,Boro Maghbazar
2837.0,"Block J, Baridhara, Dhaka",14784300,Apartment,3.0,3.0,1721.0,23.8025,90.42285,Baridhara,Block J
2838.0,"Section 12, Mirpur, Dhaka",8459000,Apartment,3.0,3.0,1137.0,23.81223,90.35967,Mirpur,Section 12
2839.0,"Sector 6, Uttara, Dhaka",23275700,Apartment,3.0,4.0,2449.0,23.86846,90.3928,Uttara,Sector 6
2840.0,"Boro Maghbazar, Maghbazar, Dhaka",13570400,Apartment,4.0,3.0,1556.0,23.7526,90.4026,Maghbazar,Boro Maghbazar
2841.0,"Sector 13, Uttara, Dhaka",22919000,Apartment,3.0,3.0,2115.0,23.86846,90.3928,Uttara,Sector 13
2842.0,"Boro Maghbazar, Maghbazar, Dhaka",11310800,Apartment,3.0,3.0,1287.0,23.7526,90.4026,Maghbazar,Boro Maghbazar
2843.0,"Section 12, Mirpur, Dhaka",8438000,Apartment,3.0,3.0,1134.0,23.81223,90.35967,Mirpur,Section 12
2844.0,"Block F, Bashundhara R-A, Dhaka",14412800,Apartment,3.0,3.0,1581.0,23.75625,90.36915,BashundharaR-A,Block F
2845.0,"Boro Maghbazar, Maghbazar, Dhaka",11126000,Apartment,3.0,3.0,1265.0,23.7526,90.4026,Maghbazar,Boro Maghbazar
2846.0,"Outer Circular Road, Shiddheswari, Dhaka",11383700,Apartment,3.0,3.0,1251.0,23.72682,90.42152,Shiddheswari,Outer Circular Road
2847.0,"Block F, Bashundhara R-A, Dhaka",14412800,Apartment,3.0,3.0,1581.0,23.75625,90.36915,BashundharaR-A,Block F
2848.0,"Outer Circular Road, Shiddheswari, Dhaka",12271100,Apartment,3.0,3.0,1353.0,23.72682,90.42152,Shiddheswari,Outer Circular Road
2849.0,"Block B, Bashundhara R-A, Dhaka",25024300,Apartment,3.0,4.0,2229.0,23.75729,90.36780999999999,BashundharaR-A,Block B
2850.0,"Block G, Bashundhara R-A, Dhaka",14524400,Apartment,3.0,2.0,1798.0,23.78357,90.40878000000001,BashundharaR-A,Block G
2851.0,"Block F, Aftab Nagar, Dhaka",10895000,Apartment,3.0,2.0,1485.0,23.75625,90.36915,AftabNagar,Block F
2852.0,"Outer Circular Road, Shiddheswari, Dhaka",15155600,Apartment,4.0,3.0,1593.0,23.72682,90.42152,Shiddheswari,Outer Circular Road
2853.0,"Outer Circular Road, Shiddheswari, Dhaka",14474800,Apartment,4.0,2.0,1519.0,23.72682,90.42152,Shiddheswari,Outer Circular Road
2854.0,"Block F, Aftab Nagar, Dhaka",10258000,Apartment,2.0,2.0,1394.0,23.75625,90.36915,AftabNagar,Block F
2855.0,"Outer Circular Road, Shiddheswari, Dhaka",16406800,Apartment,4.0,3.0,1729.0,23.72682,90.42152,Shiddheswari,Outer Circular Road
2856.0,"Block C, Aftab Nagar, Dhaka",19842800,Apartment,3.0,3.0,2388.0,23.75596,90.37065,AftabNagar,Block C
2857.0,"Block C, Aftab Nagar, Dhaka",19753700,Apartment,3.0,3.0,2377.0,23.75596,90.37065,AftabNagar,Block C
2858.0,"Block F, Aftab Nagar, Dhaka",11252000,Apartment,3.0,3.0,1536.0,23.75625,90.36915,AftabNagar,Block F
2859.0,"Section 12, Mirpur, Dhaka",2700000,Apartment,2.0,2.0,700.0,23.81223,90.35967,Mirpur,Section 12
2860.0,"Tikatuli, Sutrapur, Dhaka",8000000,Apartment,3.0,2.0,1180.0,23.703110000000002,90.42015,Sutrapur,Tikatuli
2861.0,"South Banasree Project, Banasree, Dhaka",5500000,Apartment,3.0,2.0,1150.0,23.76354,90.4318,Banasree,South Banasree Project
2862.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",6300000,Apartment,3.0,2.0,1050.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2864.0,"North Road, Dhanmondi, Dhaka",8000000,Apartment,3.0,3.0,1120.0,23.744429999999998,90.38778,Dhanmondi,North Road
2865.0,"Mirpur DOHS, Mirpur, Dhaka",17500000,Apartment,4.0,5.0,2200.0,23.828960000000002,90.37865,Mirpur,Mirpur DOHS
2866.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",6300000,Apartment,3.0,2.0,1050.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2867.0,"Sector 10, Uttara, Dhaka",7500000,Apartment,3.0,4.0,1380.0,23.86846,90.3928,Uttara,Sector 10
2868.0,"Block J, Banasree, Dhaka",8240000,Apartment,3.0,3.0,1350.0,23.76354,90.4318,Banasree,Block J
2869.0,"Block L, Bashundhara R-A, Dhaka",13500000,Plot,,,2184.0,23.668029999999998,90.43935,BashundharaR-A,Block L
2870.0,"Crescent Road, Kathalbagan, Dhaka",9240000,Apartment,3.0,3.0,1155.0,23.74545,90.38776,Kathalbagan,Crescent Road
2871.0,"Doniya, Shyampur, Dhaka",3800000,Apartment,3.0,2.0,1050.0,23.68094,90.43935,Shyampur,Doniya
